,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
foul_prob[1250],0.566,0.014,0.54,0.594,0.0,0.0,10734.0,8523.0,1.0
foul_prob[1251],0.561,0.021,0.519,0.601,0.0,0.0,11224.0,9304.0,1.0
foul_prob[1252],0.48,0.01,0.46,0.5,0.0,0.0,10742.0,9424.0,1.0
foul_prob[1253],0.527,0.021,0.487,0.569,0.0,0.0,10243.0,8512.0,1.0
foul_prob[1254],0.432,0.023,0.387,0.477,0.0,0.0,11615.0,8768.0,1.0
foul_prob[1255],0.492,0.019,0.454,0.53,0.0,0.0,11105.0,8215.0,1.0
foul_prob[1256],0.328,0.025,0.275,0.375,0.0,0.0,10850.0,8548.0,1.0
foul_prob[1257],0.441,0.014,0.414,0.467,0.0,0.0,10328.0,7712.0,1.0
foul_prob[1258],0.488,0.013,0.461,0.514,0.0,0.0,10018.0,8046.0,1.0
foul_prob[1259],0.355,0.018,0.319,0.39,0.0,0.0,10631.0,9533.0,1.0
foul_prob[1260],0.513,0.011,0.492,0.535,0.0,0.0,10488.0,9280.0,1.0
foul_prob[1261],0.518,0.025,0.468,0.565,0.0,0.0,10730.0,8283.0,1.0
foul_prob[1262],0.382,0.035,0.314,0.449,0.0,0.0,11261.0,8896.0,1.0
foul_prob[1263],0.462,0.019,0.422,0.498,0.0,0.0,10535.0,8047.0,1.0
foul_prob[1264],0.536,0.014,0.51,0.562,0.0,0.0,10032.0,8969.0,1.0
foul_prob[1265],0.47,0.011,0.447,0.49,0.0,0.0,11182.0,9203.0,1.0
foul_prob[1266],0.384,0.011,0.361,0.406,0.0,0.0,11368.0,8893.0,1.0
foul_prob[1267],0.567,0.016,0.536,0.598,0.0,0.0,10973.0,8865.0,1.0
foul_prob[1268],0.429,0.029,0.371,0.486,0.0,0.0,10877.0,8440.0,1.0
foul_prob[1269],0.423,0.016,0.391,0.453,0.0,0.0,10419.0,8632.0,1.0
foul_prob[1270],0.421,0.013,0.395,0.448,0.0,0.0,10872.0,8354.0,1.0
foul_prob[1271],0.391,0.019,0.354,0.428,0.0,0.0,10394.0,8415.0,1.0
foul_prob[1272],0.455,0.019,0.419,0.492,0.0,0.0,11862.0,8845.0,1.0
foul_prob[1273],0.489,0.027,0.437,0.542,0.0,0.0,11864.0,9239.0,1.0
foul_prob[1274],0.477,0.028,0.422,0.53,0.0,0.0,10903.0,9093.0,1.0
foul_prob[1275],0.421,0.014,0.394,0.449,0.0,0.0,10255.0,7694.0,1.0
foul_prob[1276],0.475,0.014,0.446,0.502,0.0,0.0,10769.0,9433.0,1.0
foul_prob[1277],0.531,0.036,0.462,0.601,0.0,0.0,10877.0,9405.0,1.0
foul_prob[1278],0.415,0.047,0.323,0.506,0.0,0.0,9891.0,7900.0,1.0
foul_prob[1279],0.393,0.017,0.36,0.425,0.0,0.0,10759.0,8292.0,1.0
foul_prob[1280],0.438,0.022,0.394,0.48,0.0,0.0,10778.0,8418.0,1.0
foul_prob[1281],0.379,0.023,0.334,0.423,0.0,0.0,11717.0,9741.0,1.0
foul_prob[1282],0.42,0.015,0.389,0.45,0.0,0.0,10907.0,9641.0,1.0
foul_prob[1283],0.488,0.023,0.441,0.53,0.0,0.0,11695.0,8523.0,1.0
foul_prob[1284],0.384,0.012,0.36,0.406,0.0,0.0,10899.0,8608.0,1.0
foul_prob[1285],0.477,0.012,0.454,0.5,0.0,0.0,10576.0,9201.0,1.0
foul_prob[1286],0.408,0.011,0.386,0.431,0.0,0.0,11196.0,9093.0,1.0
foul_prob[1287],0.411,0.024,0.363,0.456,0.0,0.0,10794.0,8068.0,1.0
foul_prob[1288],0.391,0.021,0.349,0.432,0.0,0.0,10887.0,9567.0,1.0
foul_prob[1289],0.39,0.025,0.34,0.436,0.0,0.0,10719.0,8447.0,1.0
foul_prob[1290],0.351,0.017,0.319,0.383,0.0,0.0,10977.0,8131.0,1.0
foul_prob[1291],0.503,0.019,0.466,0.54,0.0,0.0,10387.0,9134.0,1.0
foul_prob[1292],0.523,0.022,0.48,0.566,0.0,0.0,10481.0,8893.0,1.0
foul_prob[1293],0.506,0.017,0.474,0.539,0.0,0.0,10910.0,8703.0,1.0
foul_prob[1294],0.452,0.012,0.43,0.475,0.0,0.0,10201.0,8787.0,1.0
foul_prob[1295],0.483,0.015,0.453,0.513,0.0,0.0,10247.0,9300.0,1.0
foul_prob[1296],0.453,0.021,0.412,0.492,0.0,0.0,11512.0,8790.0,1.0
foul_prob[1297],0.355,0.02,0.316,0.395,0.0,0.0,10451.0,9130.0,1.0
foul_prob[1298],0.389,0.023,0.345,0.437,0.0,0.0,10547.0,7968.0,1.0
foul_prob[1299],0.406,0.018,0.372,0.442,0.0,0.0,12170.0,9222.0,1.0
foul_prob[1300],0.475,0.018,0.441,0.51,0.0,0.0,10257.0,7883.0,1.0
foul_prob[1301],0.362,0.019,0.327,0.399,0.0,0.0,10815.0,9340.0,1.0
foul_prob[1302],0.512,0.017,0.48,0.544,0.0,0.0,10337.0,8949.0,1.0
foul_prob[1303],0.364,0.025,0.316,0.415,0.0,0.0,11040.0,9573.0,1.0
foul_prob[1304],0.46,0.013,0.435,0.485,0.0,0.0,11073.0,7784.0,1.0
foul_prob[1305],0.451,0.012,0.427,0.475,0.0,0.0,11070.0,8424.0,1.0
foul_prob[1306],0.507,0.022,0.462,0.55,0.0,0.0,10653.0,7639.0,1.0
foul_prob[1307],0.362,0.018,0.327,0.399,0.0,0.0,10534.0,8591.0,1.0
foul_prob[1308],0.395,0.009,0.378,0.413,0.0,0.0,10596.0,9384.0,1.0
foul_prob[1309],0.509,0.016,0.478,0.539,0.0,0.0,9884.0,8847.0,1.0
foul_prob[1310],0.507,0.012,0.484,0.53,0.0,0.0,10077.0,8035.0,1.0
foul_prob[1311],0.46,0.022,0.416,0.503,0.0,0.0,11889.0,8336.0,1.0
foul_prob[1312],0.408,0.03,0.35,0.465,0.0,0.0,10754.0,7691.0,1.0
foul_prob[1313],0.382,0.014,0.356,0.409,0.0,0.0,11386.0,8572.0,1.0
foul_prob[1314],0.435,0.015,0.404,0.463,0.0,0.0,10252.0,7673.0,1.0
foul_prob[1315],0.547,0.019,0.508,0.582,0.0,0.0,10468.0,9301.0,1.0
foul_prob[1316],0.456,0.016,0.424,0.487,0.0,0.0,10505.0,9412.0,1.0
foul_prob[1317],0.449,0.012,0.426,0.472,0.0,0.0,10838.0,9075.0,1.0
foul_prob[1318],0.398,0.016,0.367,0.43,0.0,0.0,11874.0,8576.0,1.0
foul_prob[1319],0.447,0.019,0.411,0.483,0.0,0.0,10539.0,8336.0,1.0
foul_prob[1320],0.288,0.043,0.206,0.37,0.0,0.0,12040.0,8418.0,1.0
foul_prob[1321],0.471,0.017,0.437,0.504,0.0,0.0,10533.0,9166.0,1.0
foul_prob[1322],0.343,0.019,0.306,0.38,0.0,0.0,10680.0,8283.0,1.0
foul_prob[1323],0.4,0.015,0.369,0.43,0.0,0.0,10515.0,8455.0,1.0
foul_prob[1324],0.444,0.019,0.406,0.481,0.0,0.0,11009.0,7291.0,1.0
foul_prob[1325],0.394,0.017,0.36,0.428,0.0,0.0,11256.0,7630.0,1.0
foul_prob[1326],0.396,0.03,0.335,0.452,0.0,0.0,12177.0,8632.0,1.0
foul_prob[1327],0.379,0.029,0.324,0.437,0.0,0.0,12469.0,8892.0,1.0
foul_prob[1328],0.309,0.033,0.24,0.371,0.0,0.0,11197.0,7227.0,1.0
foul_prob[1329],0.413,0.011,0.391,0.435,0.0,0.0,11642.0,8584.0,1.0
foul_prob[1330],0.461,0.02,0.419,0.497,0.0,0.0,10657.0,9075.0,1.0
foul_prob[1331],0.377,0.015,0.347,0.408,0.0,0.0,11169.0,9684.0,1.0
foul_prob[1332],0.416,0.015,0.387,0.447,0.0,0.0,12238.0,8787.0,1.0
foul_prob[1333],0.294,0.028,0.243,0.352,0.0,0.0,10848.0,8002.0,1.0
foul_prob[1334],0.484,0.015,0.454,0.512,0.0,0.0,11659.0,8121.0,1.0
foul_prob[1335],0.431,0.021,0.39,0.471,0.0,0.0,10116.0,7992.0,1.0
foul_prob[1336],0.576,0.029,0.519,0.634,0.0,0.0,11238.0,8510.0,1.0
foul_prob[1337],0.488,0.017,0.458,0.522,0.0,0.0,10100.0,7993.0,1.0
foul_prob[1338],0.399,0.017,0.367,0.431,0.0,0.0,10479.0,7961.0,1.0
foul_prob[1339],0.579,0.026,0.527,0.629,0.0,0.0,10788.0,8448.0,1.0
foul_prob[1340],0.545,0.035,0.476,0.614,0.0,0.0,10404.0,7698.0,1.0
foul_prob[1341],0.379,0.026,0.329,0.431,0.0,0.0,10246.0,8903.0,1.0
foul_prob[1342],0.368,0.018,0.332,0.401,0.0,0.0,10760.0,7518.0,1.0
foul_prob[1343],0.41,0.016,0.379,0.44,0.0,0.0,10602.0,8770.0,1.0
foul_prob[1344],0.377,0.029,0.319,0.431,0.0,0.0,10233.0,8078.0,1.0
foul_prob[1345],0.476,0.02,0.437,0.516,0.0,0.0,11627.0,8885.0,1.0
foul_prob[1346],0.342,0.013,0.318,0.369,0.0,0.0,10369.0,9177.0,1.0
foul_prob[1347],0.438,0.013,0.414,0.463,0.0,0.0,10927.0,8658.0,1.0
foul_prob[1348],0.455,0.017,0.422,0.489,0.0,0.0,10766.0,7945.0,1.0
foul_prob[1349],0.508,0.014,0.48,0.537,0.0,0.0,10306.0,9412.0,1.0
foul_prob[1350],0.554,0.018,0.52,0.591,0.0,0.0,11012.0,8332.0,1.0
foul_prob[1351],0.432,0.016,0.4,0.464,0.0,0.0,11020.0,8737.0,1.0
foul_prob[1352],0.431,0.007,0.416,0.445,0.0,0.0,11032.0,8659.0,1.0
foul_prob[1353],0.448,0.023,0.402,0.494,0.0,0.0,10369.0,8732.0,1.0
foul_prob[1354],0.419,0.008,0.403,0.435,0.0,0.0,11015.0,8818.0,1.0
foul_prob[1355],0.508,0.014,0.481,0.534,0.0,0.0,11245.0,9353.0,1.0
foul_prob[1356],0.435,0.008,0.42,0.451,0.0,0.0,11389.0,8447.0,1.0
foul_prob[1357],0.524,0.018,0.489,0.558,0.0,0.0,10744.0,8872.0,1.0
foul_prob[1358],0.47,0.018,0.435,0.505,0.0,0.0,11168.0,9496.0,1.0
foul_prob[1359],0.439,0.03,0.382,0.499,0.0,0.0,10892.0,8023.0,1.0
foul_prob[1360],0.338,0.018,0.303,0.372,0.0,0.0,10687.0,8983.0,1.0
foul_prob[1361],0.447,0.017,0.413,0.48,0.0,0.0,11139.0,8366.0,1.0
foul_prob[1362],0.424,0.015,0.395,0.452,0.0,0.0,11802.0,9615.0,1.0
foul_prob[1363],0.525,0.022,0.485,0.571,0.0,0.0,10174.0,8730.0,1.0
foul_prob[1364],0.449,0.016,0.419,0.482,0.0,0.0,11370.0,8166.0,1.0
foul_prob[1365],0.509,0.013,0.484,0.534,0.0,0.0,10346.0,7684.0,1.0
foul_prob[1366],0.445,0.014,0.418,0.471,0.0,0.0,9979.0,9144.0,1.0
foul_prob[1367],0.418,0.023,0.376,0.466,0.0,0.0,10886.0,8266.0,1.0
foul_prob[1368],0.44,0.016,0.41,0.471,0.0,0.0,11197.0,8998.0,1.0
foul_prob[1369],0.539,0.023,0.495,0.584,0.0,0.0,9996.0,8507.0,1.0
foul_prob[1370],0.415,0.015,0.386,0.444,0.0,0.0,11555.0,8916.0,1.0
foul_prob[1371],0.342,0.023,0.297,0.388,0.0,0.0,10464.0,8396.0,1.0
foul_prob[1372],0.399,0.016,0.369,0.43,0.0,0.0,10658.0,7526.0,1.0
foul_prob[1373],0.501,0.017,0.467,0.533,0.0,0.0,10652.0,9176.0,1.0
foul_prob[1374],0.377,0.024,0.328,0.423,0.0,0.0,11199.0,8074.0,1.0
foul_prob[1375],0.362,0.015,0.333,0.391,0.0,0.0,10681.0,9332.0,1.0
foul_prob[1376],0.435,0.017,0.403,0.468,0.0,0.0,10198.0,9101.0,1.0
foul_prob[1377],0.5,0.018,0.464,0.535,0.0,0.0,10964.0,8277.0,1.0
foul_prob[1378],0.488,0.032,0.425,0.549,0.0,0.0,10864.0,9024.0,1.0
foul_prob[1379],0.377,0.015,0.347,0.406,0.0,0.0,10778.0,8701.0,1.0
foul_prob[1380],0.419,0.026,0.369,0.469,0.0,0.0,10443.0,7847.0,1.0
foul_prob[1381],0.512,0.024,0.466,0.561,0.0,0.0,10714.0,8788.0,1.0
foul_prob[1382],0.465,0.007,0.451,0.479,0.0,0.0,11416.0,9078.0,1.0
foul_prob[1383],0.488,0.018,0.452,0.521,0.0,0.0,10844.0,8268.0,1.0
foul_prob[1384],0.518,0.015,0.486,0.546,0.0,0.0,10227.0,7984.0,1.0
foul_prob[1385],0.425,0.02,0.385,0.463,0.0,0.0,10570.0,8179.0,1.0
foul_prob[1386],0.36,0.014,0.332,0.388,0.0,0.0,11110.0,8477.0,1.0
foul_prob[1387],0.406,0.014,0.38,0.434,0.0,0.0,10414.0,8683.0,1.0
foul_prob[1388],0.41,0.011,0.389,0.432,0.0,0.0,10325.0,8241.0,1.0
foul_prob[1389],0.46,0.021,0.417,0.499,0.0,0.0,11708.0,8570.0,1.0
foul_prob[1390],0.352,0.023,0.304,0.396,0.0,0.0,11784.0,9155.0,1.0
foul_prob[1391],0.468,0.019,0.43,0.503,0.0,0.0,10863.0,8245.0,1.0
foul_prob[1392],0.448,0.013,0.423,0.473,0.0,0.0,11388.0,8857.0,1.0
foul_prob[1393],0.448,0.018,0.414,0.483,0.0,0.0,12001.0,8453.0,1.0
foul_prob[1394],0.507,0.019,0.468,0.542,0.0,0.0,10558.0,7921.0,1.0
foul_prob[1395],0.483,0.017,0.446,0.515,0.0,0.0,10813.0,9161.0,1.0
foul_prob[1396],0.441,0.006,0.428,0.453,0.0,0.0,10545.0,8604.0,1.0
foul_prob[1397],0.363,0.017,0.33,0.396,0.0,0.0,10631.0,9686.0,1.0
foul_prob[1398],0.442,0.012,0.418,0.465,0.0,0.0,11030.0,9278.0,1.0
foul_prob[1399],0.4,0.02,0.363,0.441,0.0,0.0,10055.0,9071.0,1.0
foul_prob[1400],0.356,0.019,0.321,0.394,0.0,0.0,11281.0,8938.0,1.0
foul_prob[1401],0.521,0.03,0.465,0.58,0.0,0.0,10697.0,7278.0,1.0
foul_prob[1402],0.494,0.011,0.472,0.515,0.0,0.0,11067.0,8320.0,1.0
foul_prob[1403],0.394,0.019,0.357,0.432,0.0,0.0,10868.0,8600.0,1.0
foul_prob[1404],0.442,0.021,0.4,0.482,0.0,0.0,11357.0,8319.0,1.0
foul_prob[1405],0.49,0.022,0.447,0.532,0.0,0.0,11665.0,8306.0,1.0
foul_prob[1406],0.408,0.016,0.378,0.439,0.0,0.0,10475.0,8908.0,1.0
foul_prob[1407],0.356,0.02,0.318,0.396,0.0,0.0,10600.0,7910.0,1.0
foul_prob[1408],0.317,0.022,0.275,0.362,0.0,0.0,11139.0,8437.0,1.0
foul_prob[1409],0.451,0.023,0.407,0.495,0.0,0.0,10906.0,7825.0,1.0
foul_prob[1410],0.365,0.02,0.326,0.404,0.0,0.0,11391.0,7950.0,1.0
foul_prob[1411],0.434,0.013,0.408,0.461,0.0,0.0,10482.0,8265.0,1.0
foul_prob[1412],0.46,0.024,0.413,0.507,0.0,0.0,10208.0,8217.0,1.0
foul_prob[1413],0.447,0.015,0.417,0.476,0.0,0.0,11038.0,8327.0,1.0
foul_prob[1414],0.435,0.024,0.388,0.482,0.0,0.0,11294.0,9092.0,1.0
foul_prob[1415],0.461,0.018,0.426,0.497,0.0,0.0,10003.0,7874.0,1.0
foul_prob[1416],0.362,0.022,0.321,0.407,0.0,0.0,11942.0,8634.0,1.0
foul_prob[1417],0.488,0.018,0.452,0.521,0.0,0.0,10594.0,8348.0,1.0
foul_prob[1418],0.41,0.023,0.365,0.453,0.0,0.0,10842.0,9286.0,1.0
foul_prob[1419],0.449,0.02,0.411,0.487,0.0,0.0,11244.0,8346.0,1.0
foul_prob[1420],0.323,0.017,0.29,0.356,0.0,0.0,10786.0,9252.0,1.0
foul_prob[1421],0.381,0.017,0.346,0.415,0.0,0.0,10581.0,7255.0,1.0
foul_prob[1422],0.386,0.015,0.356,0.414,0.0,0.0,11288.0,8827.0,1.0
foul_prob[1423],0.441,0.012,0.417,0.462,0.0,0.0,12030.0,9477.0,1.0
foul_prob[1424],0.365,0.016,0.332,0.396,0.0,0.0,10916.0,8968.0,1.0
foul_prob[1425],0.369,0.018,0.334,0.406,0.0,0.0,10913.0,8917.0,1.0
foul_prob[1426],0.406,0.013,0.38,0.432,0.0,0.0,10368.0,9137.0,1.0
foul_prob[1427],0.413,0.016,0.38,0.443,0.0,0.0,11332.0,9435.0,1.0
foul_prob[1428],0.389,0.015,0.36,0.418,0.0,0.0,10559.0,9333.0,1.0
foul_prob[1429],0.425,0.014,0.398,0.451,0.0,0.0,10797.0,8697.0,1.0
foul_prob[1430],0.348,0.02,0.307,0.386,0.0,0.0,11390.0,9188.0,1.0
foul_prob[1431],0.412,0.014,0.385,0.44,0.0,0.0,10521.0,9203.0,1.0
foul_prob[1432],0.367,0.033,0.305,0.433,0.0,0.0,10510.0,7750.0,1.0
foul_prob[1433],0.362,0.022,0.319,0.406,0.0,0.0,10688.0,9068.0,1.0
foul_prob[1434],0.457,0.009,0.44,0.476,0.0,0.0,11022.0,9027.0,1.0
foul_prob[1435],0.358,0.023,0.315,0.403,0.0,0.0,11073.0,7866.0,1.0
foul_prob[1436],0.38,0.021,0.339,0.42,0.0,0.0,10066.0,8182.0,1.0
foul_prob[1437],0.383,0.029,0.325,0.438,0.0,0.0,9992.0,7805.0,1.0
foul_prob[1438],0.402,0.018,0.366,0.436,0.0,0.0,11064.0,8962.0,1.0
foul_prob[1439],0.37,0.013,0.344,0.396,0.0,0.0,10899.0,8366.0,1.0
foul_prob[1440],0.512,0.011,0.489,0.533,0.0,0.0,9977.0,6764.0,1.0
foul_prob[1441],0.455,0.015,0.425,0.483,0.0,0.0,11386.0,8480.0,1.0
foul_prob[1442],0.383,0.019,0.347,0.423,0.0,0.0,10825.0,9737.0,1.0
foul_prob[1443],0.336,0.028,0.279,0.388,0.0,0.0,10060.0,8533.0,1.0
foul_prob[1444],0.375,0.015,0.346,0.405,0.0,0.0,10837.0,8996.0,1.0
foul_prob[1445],0.49,0.012,0.467,0.513,0.0,0.0,10451.0,9037.0,1.0
foul_prob[1446],0.459,0.017,0.427,0.492,0.0,0.0,10668.0,9055.0,1.0
foul_prob[1447],0.371,0.019,0.333,0.408,0.0,0.0,11617.0,8875.0,1.0
foul_prob[1448],0.391,0.017,0.355,0.423,0.0,0.0,10979.0,7671.0,1.0
foul_prob[1449],0.361,0.027,0.306,0.413,0.0,0.0,10680.0,8784.0,1.0
foul_prob[1450],0.373,0.017,0.338,0.406,0.0,0.0,10601.0,7636.0,1.0
foul_prob[1451],0.45,0.016,0.418,0.481,0.0,0.0,11702.0,9123.0,1.0
foul_prob[1452],0.356,0.021,0.316,0.399,0.0,0.0,11175.0,7816.0,1.0
foul_prob[1453],0.428,0.016,0.396,0.458,0.0,0.0,11158.0,8921.0,1.0
foul_prob[1454],0.473,0.017,0.44,0.506,0.0,0.0,10554.0,8923.0,1.0
foul_prob[1455],0.439,0.012,0.415,0.464,0.0,0.0,10922.0,9087.0,1.0
foul_prob[1456],0.411,0.02,0.372,0.449,0.0,0.0,10556.0,8033.0,1.0
foul_prob[1457],0.447,0.02,0.409,0.487,0.0,0.0,11169.0,8435.0,1.0
foul_prob[1458],0.396,0.018,0.36,0.432,0.0,0.0,11040.0,8894.0,1.0
foul_prob[1459],0.394,0.027,0.343,0.447,0.0,0.0,12103.0,8670.0,1.0
foul_prob[1460],0.319,0.02,0.279,0.357,0.0,0.0,11208.0,7985.0,1.0
foul_prob[1461],0.456,0.018,0.421,0.493,0.0,0.0,10380.0,8576.0,1.0
foul_prob[1462],0.469,0.016,0.437,0.501,0.0,0.0,10609.0,8759.0,1.0
foul_prob[1463],0.486,0.023,0.441,0.531,0.0,0.0,10269.0,8524.0,1.0
foul_prob[1464],0.482,0.012,0.458,0.506,0.0,0.0,10252.0,8040.0,1.0
foul_prob[1465],0.541,0.016,0.51,0.572,0.0,0.0,10375.0,9384.0,1.0
foul_prob[1466],0.391,0.014,0.363,0.42,0.0,0.0,10888.0,9131.0,1.0
foul_prob[1467],0.527,0.018,0.492,0.563,0.0,0.0,10756.0,8659.0,1.0
foul_prob[1468],0.464,0.019,0.427,0.501,0.0,0.0,11173.0,9480.0,1.0
foul_prob[1469],0.348,0.032,0.29,0.415,0.0,0.0,11119.0,9235.0,1.0
foul_prob[1470],0.38,0.019,0.341,0.416,0.0,0.0,10483.0,8633.0,1.0
foul_prob[1471],0.431,0.016,0.4,0.464,0.0,0.0,11499.0,9297.0,1.0
foul_prob[1472],0.477,0.017,0.444,0.511,0.0,0.0,12247.0,9067.0,1.0
foul_prob[1473],0.505,0.016,0.473,0.537,0.0,0.0,11806.0,8698.0,1.0
foul_prob[1474],0.367,0.023,0.322,0.413,0.0,0.0,10864.0,8220.0,1.0
foul_prob[1475],0.442,0.015,0.411,0.472,0.0,0.0,9713.0,9138.0,1.0
foul_prob[1476],0.488,0.02,0.449,0.525,0.0,0.0,11931.0,8547.0,1.0
foul_prob[1477],0.363,0.015,0.333,0.392,0.0,0.0,10513.0,9506.0,1.0
foul_prob[1478],0.359,0.013,0.334,0.385,0.0,0.0,10745.0,8870.0,1.0
foul_prob[1479],0.37,0.023,0.325,0.414,0.0,0.0,10730.0,9013.0,1.0
foul_prob[1480],0.525,0.027,0.471,0.576,0.0,0.0,9990.0,8360.0,1.0
foul_prob[1481],0.335,0.026,0.285,0.385,0.0,0.0,10824.0,8405.0,1.0
foul_prob[1482],0.386,0.026,0.335,0.437,0.0,0.0,10417.0,8552.0,1.0
foul_prob[1483],0.571,0.02,0.532,0.609,0.0,0.0,10919.0,7852.0,1.0
foul_prob[1484],0.475,0.02,0.437,0.514,0.0,0.0,10550.0,8052.0,1.0
foul_prob[1485],0.435,0.014,0.407,0.46,0.0,0.0,10986.0,8294.0,1.0
foul_prob[1486],0.441,0.013,0.416,0.466,0.0,0.0,11219.0,8049.0,1.0
foul_prob[1487],0.663,0.034,0.594,0.728,0.0,0.0,10496.0,7432.0,1.0
foul_prob[1488],0.333,0.021,0.291,0.373,0.0,0.0,10518.0,10007.0,1.0
foul_prob[1489],0.431,0.019,0.393,0.468,0.0,0.0,11651.0,9392.0,1.0
foul_prob[1490],0.455,0.009,0.438,0.474,0.0,0.0,9843.0,9059.0,1.0
foul_prob[1491],0.458,0.015,0.43,0.486,0.0,0.0,10404.0,8858.0,1.0
foul_prob[1492],0.496,0.012,0.473,0.521,0.0,0.0,10520.0,8816.0,1.0
foul_prob[1493],0.487,0.018,0.45,0.521,0.0,0.0,11200.0,8830.0,1.0
foul_prob[1494],0.484,0.016,0.452,0.514,0.0,0.0,11401.0,9017.0,1.0
foul_prob[1495],0.491,0.02,0.452,0.528,0.0,0.0,11361.0,8860.0,1.0
foul_prob[1496],0.506,0.015,0.478,0.535,0.0,0.0,10957.0,8169.0,1.0
foul_prob[1497],0.496,0.013,0.471,0.522,0.0,0.0,10436.0,9090.0,1.0
foul_prob[1498],0.35,0.026,0.3,0.401,0.0,0.0,10532.0,9431.0,1.0
foul_prob[1499],0.446,0.019,0.407,0.483,0.0,0.0,10812.0,9055.0,1.0
foul_prob[1500],0.425,0.014,0.398,0.452,0.0,0.0,10816.0,8786.0,1.0
foul_prob[1501],0.335,0.024,0.288,0.383,0.0,0.0,10430.0,8045.0,1.0
foul_prob[1502],0.513,0.016,0.48,0.542,0.0,0.0,9866.0,9317.0,1.0
foul_prob[1503],0.417,0.016,0.385,0.448,0.0,0.0,11985.0,8880.0,1.0
foul_prob[1504],0.484,0.014,0.457,0.51,0.0,0.0,10578.0,8542.0,1.0
foul_prob[1505],0.361,0.022,0.318,0.405,0.0,0.0,10635.0,9213.0,1.0
foul_prob[1506],0.387,0.027,0.335,0.44,0.0,0.0,10269.0,8689.0,1.0
foul_prob[1507],0.448,0.015,0.419,0.478,0.0,0.0,10441.0,8829.0,1.0
foul_prob[1508],0.318,0.021,0.278,0.359,0.0,0.0,10772.0,8765.0,1.0
foul_prob[1509],0.456,0.019,0.42,0.494,0.0,0.0,10616.0,9292.0,1.0
foul_prob[1510],0.593,0.038,0.519,0.666,0.0,0.0,10318.0,8722.0,1.0
foul_prob[1511],0.433,0.013,0.407,0.459,0.0,0.0,11001.0,8709.0,1.0
foul_prob[1512],0.432,0.018,0.398,0.468,0.0,0.0,12377.0,8934.0,1.0
foul_prob[1513],0.555,0.014,0.527,0.583,0.0,0.0,10732.0,7558.0,1.0
foul_prob[1514],0.338,0.021,0.298,0.382,0.0,0.0,10852.0,7848.0,1.0
foul_prob[1515],0.455,0.022,0.414,0.498,0.0,0.0,11274.0,9116.0,1.0
foul_prob[1516],0.388,0.015,0.359,0.419,0.0,0.0,11528.0,8969.0,1.0
foul_prob[1517],0.34,0.033,0.278,0.404,0.0,0.0,11093.0,8490.0,1.0
foul_prob[1518],0.475,0.015,0.446,0.504,0.0,0.0,10551.0,9263.0,1.0
foul_prob[1519],0.502,0.016,0.47,0.533,0.0,0.0,10750.0,8957.0,1.0
foul_prob[1520],0.51,0.023,0.464,0.555,0.0,0.0,11236.0,8454.0,1.0
foul_prob[1521],0.48,0.034,0.414,0.546,0.0,0.0,10771.0,8712.0,1.0
foul_prob[1522],0.477,0.018,0.442,0.51,0.0,0.0,10601.0,8480.0,1.0
foul_prob[1523],0.456,0.013,0.431,0.481,0.0,0.0,11386.0,9104.0,1.0
foul_prob[1524],0.44,0.023,0.395,0.487,0.0,0.0,11701.0,8314.0,1.0
foul_prob[1525],0.492,0.013,0.467,0.517,0.0,0.0,10141.0,9021.0,1.0
foul_prob[1526],0.427,0.015,0.4,0.457,0.0,0.0,10580.0,8934.0,1.0
foul_prob[1527],0.347,0.024,0.299,0.393,0.0,0.0,11316.0,9337.0,1.0
foul_prob[1528],0.49,0.036,0.417,0.56,0.0,0.0,10738.0,8974.0,1.0
foul_prob[1529],0.448,0.013,0.423,0.474,0.0,0.0,10982.0,8612.0,1.0
foul_prob[1530],0.358,0.018,0.324,0.394,0.0,0.0,10551.0,8503.0,1.0
foul_prob[1531],0.467,0.009,0.449,0.484,0.0,0.0,10403.0,7545.0,1.0
foul_prob[1532],0.485,0.009,0.468,0.502,0.0,0.0,10646.0,9158.0,1.0
foul_prob[1533],0.372,0.019,0.336,0.412,0.0,0.0,10418.0,8730.0,1.0
foul_prob[1534],0.54,0.018,0.505,0.575,0.0,0.0,11033.0,8458.0,1.0
foul_prob[1535],0.336,0.018,0.301,0.372,0.0,0.0,10529.0,8605.0,1.0
foul_prob[1536],0.307,0.028,0.252,0.362,0.0,0.0,10898.0,7658.0,1.0
foul_prob[1537],0.439,0.021,0.397,0.48,0.0,0.0,11319.0,8661.0,1.0
foul_prob[1538],0.379,0.017,0.346,0.413,0.0,0.0,10891.0,7217.0,1.0
foul_prob[1539],0.404,0.019,0.37,0.442,0.0,0.0,10461.0,7914.0,1.0
foul_prob[1540],0.401,0.018,0.367,0.439,0.0,0.0,10792.0,8977.0,1.0
foul_prob[1541],0.473,0.027,0.42,0.524,0.0,0.0,10223.0,8826.0,1.0
foul_prob[1542],0.526,0.015,0.498,0.555,0.0,0.0,10712.0,8634.0,1.0
foul_prob[1543],0.351,0.019,0.313,0.388,0.0,0.0,10785.0,8592.0,1.0
foul_prob[1544],0.329,0.019,0.293,0.367,0.0,0.0,10711.0,9279.0,1.0
foul_prob[1545],0.382,0.028,0.33,0.44,0.0,0.0,10997.0,9030.0,1.0
