,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
beta_bat_speed,-0.005,0.032,-0.069,0.058,0.0,0.0,9818.0,4853.0,1.0
beta_swing_length,-0.18,0.037,-0.249,-0.106,0.0,0.0,8112.0,5261.0,1.0
beta_release_speed,0.093,0.033,0.026,0.156,0.0,0.0,8612.0,4560.0,1.0
beta_inning,-0.037,0.008,-0.053,-0.022,0.0,0.0,7963.0,4956.0,1.0
beta_outs_when_up,-0.004,0.033,-0.067,0.06,0.0,0.0,9209.0,4698.0,1.0
beta_balls,-0.051,0.024,-0.099,-0.004,0.0,0.0,7874.0,4671.0,1.0
alpha_release_speed,0.014,0.007,0.0,0.029,0.0,0.0,9701.0,4657.0,1.0
alpha_bat_speed,0.006,0.001,0.003,0.008,0.0,0.0,10889.0,4449.0,1.0
alpha_swing_length,0.001,1.002,-2.037,1.937,0.01,0.016,9299.0,3795.0,1.0
foul_prob[0],0.356,0.014,0.328,0.383,0.0,0.0,7622.0,5511.0,1.0
foul_prob[1],0.457,0.015,0.429,0.485,0.0,0.0,8136.0,4903.0,1.0
foul_prob[2],0.237,0.02,0.2,0.276,0.0,0.0,7194.0,5376.0,1.0
foul_prob[3],0.405,0.022,0.362,0.448,0.0,0.0,8675.0,5280.0,1.0
foul_prob[4],0.494,0.018,0.458,0.529,0.0,0.0,8353.0,4822.0,1.0
foul_prob[5],0.528,0.01,0.508,0.548,0.0,0.0,8128.0,5457.0,1.0
foul_prob[6],0.336,0.015,0.306,0.365,0.0,0.0,6940.0,5156.0,1.0
foul_prob[7],0.344,0.013,0.319,0.37,0.0,0.0,6596.0,5163.0,1.0
foul_prob[8],0.569,0.014,0.543,0.595,0.0,0.0,7975.0,5882.0,1.0
foul_prob[9],0.52,0.019,0.481,0.557,0.0,0.0,7875.0,5662.0,1.0
foul_prob[10],0.361,0.019,0.325,0.399,0.0,0.0,7832.0,5473.0,1.0
foul_prob[11],0.401,0.02,0.363,0.44,0.0,0.0,9298.0,5153.0,1.0
foul_prob[12],0.53,0.015,0.501,0.558,0.0,0.0,8130.0,5512.0,1.0
foul_prob[13],0.348,0.014,0.319,0.374,0.0,0.0,7082.0,5900.0,1.0
foul_prob[14],0.404,0.015,0.376,0.432,0.0,0.0,6698.0,5074.0,1.0
foul_prob[15],0.5,0.022,0.458,0.544,0.0,0.0,7901.0,5818.0,1.0
foul_prob[16],0.455,0.015,0.425,0.485,0.0,0.0,8932.0,5622.0,1.0
foul_prob[17],0.479,0.016,0.447,0.51,0.0,0.0,7805.0,5903.0,1.0
foul_prob[18],0.391,0.018,0.357,0.428,0.0,0.0,7820.0,5436.0,1.0
foul_prob[19],0.499,0.011,0.478,0.522,0.0,0.0,8618.0,5438.0,1.0
foul_prob[20],0.358,0.012,0.333,0.379,0.0,0.0,6589.0,5325.0,1.0
foul_prob[21],0.403,0.013,0.376,0.427,0.0,0.0,8822.0,5542.0,1.0
foul_prob[22],0.331,0.024,0.284,0.379,0.0,0.0,8640.0,5041.0,1.0
foul_prob[23],0.532,0.017,0.499,0.563,0.0,0.0,9564.0,5186.0,1.0
foul_prob[24],0.447,0.018,0.411,0.483,0.0,0.0,9258.0,5016.0,1.0
foul_prob[25],0.359,0.02,0.323,0.399,0.0,0.0,8441.0,5568.0,1.0
foul_prob[26],0.29,0.021,0.249,0.332,0.0,0.0,8053.0,5440.0,1.0
foul_prob[27],0.433,0.014,0.404,0.46,0.0,0.0,6838.0,5541.0,1.0
foul_prob[28],0.485,0.015,0.455,0.512,0.0,0.0,7141.0,5134.0,1.0
foul_prob[29],0.426,0.015,0.397,0.457,0.0,0.0,8500.0,4833.0,1.0
foul_prob[30],0.395,0.016,0.364,0.426,0.0,0.0,8305.0,5038.0,1.0
foul_prob[31],0.364,0.016,0.333,0.394,0.0,0.0,8120.0,5811.0,1.0
foul_prob[32],0.311,0.021,0.271,0.351,0.0,0.0,7904.0,5312.0,1.0
foul_prob[33],0.355,0.021,0.316,0.397,0.0,0.0,7792.0,5321.0,1.0
foul_prob[34],0.455,0.016,0.423,0.486,0.0,0.0,7447.0,5226.0,1.0
foul_prob[35],0.564,0.016,0.532,0.595,0.0,0.0,7843.0,5059.0,1.0
foul_prob[36],0.329,0.016,0.297,0.36,0.0,0.0,7694.0,5510.0,1.0
foul_prob[37],0.415,0.017,0.38,0.447,0.0,0.0,8340.0,5075.0,1.0
foul_prob[38],0.374,0.02,0.334,0.411,0.0,0.0,7617.0,5371.0,1.0
foul_prob[39],0.403,0.012,0.379,0.425,0.0,0.0,7205.0,4875.0,1.0
foul_prob[40],0.353,0.02,0.315,0.391,0.0,0.0,7572.0,5241.0,1.0
foul_prob[41],0.444,0.009,0.426,0.461,0.0,0.0,6708.0,5211.0,1.0
foul_prob[42],0.487,0.008,0.472,0.505,0.0,0.0,9083.0,4914.0,1.0
foul_prob[43],0.349,0.025,0.3,0.398,0.0,0.0,7961.0,4790.0,1.0
foul_prob[44],0.417,0.018,0.382,0.451,0.0,0.0,8026.0,5131.0,1.0
foul_prob[45],0.358,0.019,0.32,0.393,0.0,0.0,8205.0,5137.0,1.0
foul_prob[46],0.546,0.019,0.508,0.583,0.0,0.0,8458.0,4990.0,1.0
foul_prob[47],0.55,0.02,0.512,0.589,0.0,0.0,7728.0,5936.0,1.0
foul_prob[48],0.375,0.013,0.35,0.402,0.0,0.0,7588.0,4584.0,1.0
foul_prob[49],0.55,0.02,0.513,0.59,0.0,0.0,7881.0,5208.0,1.0
foul_prob[50],0.364,0.014,0.338,0.391,0.0,0.0,6511.0,5339.0,1.0
foul_prob[51],0.397,0.015,0.367,0.428,0.0,0.0,8265.0,4975.0,1.0
foul_prob[52],0.371,0.016,0.339,0.401,0.0,0.0,6968.0,5310.0,1.0
foul_prob[53],0.431,0.009,0.413,0.449,0.0,0.0,7825.0,5200.0,1.0
foul_prob[54],0.419,0.022,0.375,0.459,0.0,0.0,9251.0,5149.0,1.0
foul_prob[55],0.431,0.012,0.407,0.454,0.0,0.0,7994.0,4961.0,1.0
foul_prob[56],0.41,0.017,0.375,0.443,0.0,0.0,9122.0,5316.0,1.0
foul_prob[57],0.397,0.016,0.366,0.427,0.0,0.0,8062.0,5277.0,1.0
foul_prob[58],0.292,0.016,0.261,0.324,0.0,0.0,7413.0,5585.0,1.0
foul_prob[59],0.466,0.018,0.431,0.501,0.0,0.0,7970.0,4939.0,1.0
foul_prob[60],0.524,0.01,0.505,0.543,0.0,0.0,7233.0,5511.0,1.0
foul_prob[61],0.447,0.017,0.411,0.479,0.0,0.0,9227.0,5193.0,1.0
foul_prob[62],0.515,0.011,0.494,0.537,0.0,0.0,7929.0,4769.0,1.0
foul_prob[63],0.508,0.012,0.484,0.532,0.0,0.0,7842.0,5739.0,1.0
foul_prob[64],0.499,0.023,0.454,0.545,0.0,0.0,9073.0,5556.0,1.0
foul_prob[65],0.495,0.017,0.461,0.527,0.0,0.0,8084.0,5110.0,1.0
foul_prob[66],0.487,0.011,0.465,0.509,0.0,0.0,8981.0,5288.0,1.0
foul_prob[67],0.4,0.011,0.377,0.421,0.0,0.0,7314.0,5010.0,1.0
foul_prob[68],0.432,0.014,0.405,0.461,0.0,0.0,8109.0,5307.0,1.0
foul_prob[69],0.41,0.016,0.379,0.439,0.0,0.0,8385.0,5246.0,1.0
foul_prob[70],0.405,0.018,0.372,0.44,0.0,0.0,7378.0,5014.0,1.0
foul_prob[71],0.478,0.013,0.453,0.503,0.0,0.0,8559.0,5279.0,1.0
foul_prob[72],0.407,0.013,0.38,0.432,0.0,0.0,6748.0,5691.0,1.0
foul_prob[73],0.59,0.02,0.552,0.631,0.0,0.0,8185.0,4776.0,1.0
foul_prob[74],0.419,0.024,0.372,0.468,0.0,0.0,8512.0,4880.0,1.0
foul_prob[75],0.441,0.014,0.415,0.47,0.0,0.0,7197.0,5472.0,1.0
foul_prob[76],0.586,0.014,0.558,0.612,0.0,0.0,8005.0,5366.0,1.0
foul_prob[77],0.39,0.014,0.363,0.418,0.0,0.0,7861.0,5515.0,1.0
foul_prob[78],0.475,0.01,0.455,0.494,0.0,0.0,6893.0,5416.0,1.0
foul_prob[79],0.385,0.02,0.345,0.423,0.0,0.0,8666.0,5412.0,1.0
foul_prob[80],0.45,0.008,0.434,0.465,0.0,0.0,8283.0,5117.0,1.0
foul_prob[81],0.515,0.013,0.49,0.539,0.0,0.0,7455.0,5222.0,1.0
foul_prob[82],0.416,0.016,0.387,0.447,0.0,0.0,7058.0,5269.0,1.0
foul_prob[83],0.441,0.01,0.422,0.46,0.0,0.0,7250.0,5312.0,1.0
foul_prob[84],0.289,0.019,0.251,0.326,0.0,0.0,7605.0,5144.0,1.0
foul_prob[85],0.551,0.013,0.527,0.576,0.0,0.0,7839.0,5888.0,1.0
foul_prob[86],0.372,0.018,0.336,0.407,0.0,0.0,7660.0,5408.0,1.0
foul_prob[87],0.472,0.017,0.436,0.504,0.0,0.0,8784.0,4904.0,1.0
foul_prob[88],0.362,0.017,0.328,0.393,0.0,0.0,7446.0,4932.0,1.0
foul_prob[89],0.316,0.016,0.286,0.346,0.0,0.0,6826.0,5770.0,1.0
foul_prob[90],0.468,0.016,0.439,0.5,0.0,0.0,7087.0,5473.0,1.0
foul_prob[91],0.431,0.017,0.398,0.463,0.0,0.0,6978.0,5109.0,1.0
foul_prob[92],0.404,0.014,0.377,0.431,0.0,0.0,7982.0,4945.0,1.0
foul_prob[93],0.411,0.019,0.375,0.447,0.0,0.0,7848.0,5064.0,1.0
foul_prob[94],0.409,0.011,0.387,0.431,0.0,0.0,7152.0,5769.0,1.0
foul_prob[95],0.568,0.018,0.533,0.6,0.0,0.0,7307.0,5518.0,1.0
foul_prob[96],0.472,0.017,0.437,0.503,0.0,0.0,7506.0,5208.0,1.0
foul_prob[97],0.497,0.015,0.467,0.524,0.0,0.0,7791.0,4902.0,1.0
foul_prob[98],0.42,0.017,0.386,0.453,0.0,0.0,8353.0,5348.0,1.0
foul_prob[99],0.353,0.018,0.318,0.389,0.0,0.0,7930.0,5619.0,1.0
foul_prob[100],0.425,0.016,0.393,0.456,0.0,0.0,8402.0,5119.0,1.0
foul_prob[101],0.455,0.014,0.429,0.483,0.0,0.0,10331.0,4888.0,1.0
foul_prob[102],0.519,0.019,0.48,0.556,0.0,0.0,7264.0,5187.0,1.0
foul_prob[103],0.472,0.017,0.438,0.505,0.0,0.0,7533.0,5403.0,1.0
foul_prob[104],0.459,0.014,0.431,0.486,0.0,0.0,6992.0,5561.0,1.0
foul_prob[105],0.461,0.018,0.427,0.496,0.0,0.0,8285.0,5376.0,1.0
foul_prob[106],0.574,0.013,0.55,0.598,0.0,0.0,7759.0,5351.0,1.0
foul_prob[107],0.413,0.019,0.374,0.45,0.0,0.0,7456.0,5406.0,1.0
foul_prob[108],0.44,0.015,0.41,0.47,0.0,0.0,8040.0,4932.0,1.0
foul_prob[109],0.507,0.009,0.491,0.525,0.0,0.0,8357.0,5195.0,1.0
foul_prob[110],0.516,0.016,0.487,0.547,0.0,0.0,8806.0,5552.0,1.0
foul_prob[111],0.428,0.015,0.4,0.456,0.0,0.0,6765.0,5060.0,1.0
foul_prob[112],0.459,0.01,0.439,0.479,0.0,0.0,8047.0,4832.0,1.0
foul_prob[113],0.426,0.014,0.4,0.455,0.0,0.0,7589.0,5374.0,1.0
foul_prob[114],0.422,0.013,0.398,0.446,0.0,0.0,7527.0,5659.0,1.0
foul_prob[115],0.418,0.016,0.387,0.45,0.0,0.0,8380.0,4936.0,1.0
foul_prob[116],0.421,0.013,0.395,0.447,0.0,0.0,8338.0,5015.0,1.0
foul_prob[117],0.35,0.019,0.312,0.386,0.0,0.0,8516.0,5581.0,1.0
foul_prob[118],0.407,0.021,0.367,0.45,0.0,0.0,8444.0,5233.0,1.0
foul_prob[119],0.476,0.008,0.46,0.492,0.0,0.0,7078.0,5537.0,1.0
foul_prob[120],0.492,0.009,0.475,0.51,0.0,0.0,7941.0,5442.0,1.0
foul_prob[121],0.447,0.016,0.417,0.48,0.0,0.0,8156.0,5086.0,1.0
foul_prob[122],0.439,0.013,0.414,0.463,0.0,0.0,9753.0,5280.0,1.0
foul_prob[123],0.457,0.023,0.411,0.499,0.0,0.0,9418.0,4661.0,1.0
foul_prob[124],0.363,0.017,0.329,0.394,0.0,0.0,8151.0,5314.0,1.0
foul_prob[125],0.531,0.019,0.493,0.565,0.0,0.0,8372.0,5513.0,1.0
foul_prob[126],0.449,0.013,0.424,0.474,0.0,0.0,7374.0,5696.0,1.0
foul_prob[127],0.356,0.019,0.316,0.393,0.0,0.0,8002.0,5676.0,1.0
foul_prob[128],0.418,0.011,0.397,0.439,0.0,0.0,7822.0,4711.0,1.0
foul_prob[129],0.46,0.017,0.427,0.493,0.0,0.0,7833.0,5820.0,1.0
foul_prob[130],0.472,0.016,0.441,0.502,0.0,0.0,8437.0,5043.0,1.0
foul_prob[131],0.508,0.016,0.477,0.541,0.0,0.0,7328.0,5977.0,1.0
foul_prob[132],0.467,0.021,0.425,0.506,0.0,0.0,8000.0,4279.0,1.0
foul_prob[133],0.538,0.013,0.512,0.564,0.0,0.0,7662.0,5179.0,1.0
foul_prob[134],0.404,0.014,0.378,0.432,0.0,0.0,6390.0,5137.0,1.0
foul_prob[135],0.41,0.018,0.376,0.446,0.0,0.0,8722.0,5248.0,1.0
foul_prob[136],0.524,0.013,0.499,0.55,0.0,0.0,8416.0,5511.0,1.0
foul_prob[137],0.51,0.019,0.475,0.547,0.0,0.0,9286.0,4741.0,1.0
foul_prob[138],0.415,0.018,0.38,0.451,0.0,0.0,8059.0,5546.0,1.0
foul_prob[139],0.327,0.017,0.293,0.36,0.0,0.0,7614.0,5598.0,1.0
foul_prob[140],0.495,0.023,0.452,0.54,0.0,0.0,8481.0,5149.0,1.0
foul_prob[141],0.499,0.022,0.458,0.542,0.0,0.0,8460.0,5553.0,1.0
foul_prob[142],0.413,0.016,0.381,0.444,0.0,0.0,8467.0,5168.0,1.0
foul_prob[143],0.385,0.019,0.349,0.421,0.0,0.0,8200.0,5338.0,1.0
foul_prob[144],0.452,0.021,0.412,0.493,0.0,0.0,8382.0,5092.0,1.0
foul_prob[145],0.439,0.018,0.405,0.474,0.0,0.0,8532.0,5760.0,1.0
foul_prob[146],0.465,0.014,0.438,0.493,0.0,0.0,7206.0,5676.0,1.0
foul_prob[147],0.469,0.013,0.444,0.494,0.0,0.0,7671.0,5381.0,1.0
foul_prob[148],0.46,0.022,0.417,0.502,0.0,0.0,8957.0,5522.0,1.0
foul_prob[149],0.414,0.021,0.375,0.456,0.0,0.0,8166.0,4828.0,1.0
foul_prob[150],0.357,0.014,0.332,0.384,0.0,0.0,7417.0,4464.0,1.0
foul_prob[151],0.475,0.017,0.443,0.509,0.0,0.0,8023.0,5146.0,1.0
foul_prob[152],0.552,0.019,0.514,0.589,0.0,0.0,8093.0,5563.0,1.0
foul_prob[153],0.399,0.02,0.359,0.435,0.0,0.0,7475.0,5247.0,1.0
foul_prob[154],0.419,0.008,0.405,0.434,0.0,0.0,6446.0,5349.0,1.0
foul_prob[155],0.431,0.011,0.41,0.454,0.0,0.0,8099.0,4925.0,1.0
foul_prob[156],0.311,0.017,0.279,0.344,0.0,0.0,6872.0,4758.0,1.0
foul_prob[157],0.43,0.014,0.403,0.457,0.0,0.0,8139.0,5053.0,1.0
foul_prob[158],0.42,0.015,0.388,0.448,0.0,0.0,7841.0,5617.0,1.0
foul_prob[159],0.537,0.014,0.511,0.565,0.0,0.0,8385.0,5329.0,1.0
foul_prob[160],0.567,0.013,0.542,0.593,0.0,0.0,7521.0,5270.0,1.0
foul_prob[161],0.492,0.019,0.456,0.531,0.0,0.0,7346.0,5463.0,1.0
foul_prob[162],0.399,0.022,0.356,0.442,0.0,0.0,9188.0,5014.0,1.0
foul_prob[163],0.458,0.019,0.421,0.494,0.0,0.0,9313.0,4672.0,1.0
foul_prob[164],0.377,0.016,0.347,0.409,0.0,0.0,7743.0,5270.0,1.0
foul_prob[165],0.418,0.015,0.387,0.447,0.0,0.0,7582.0,5287.0,1.0
foul_prob[166],0.335,0.025,0.286,0.382,0.0,0.0,8218.0,5446.0,1.0
foul_prob[167],0.343,0.02,0.305,0.383,0.0,0.0,7471.0,5206.0,1.0
foul_prob[168],0.344,0.015,0.314,0.374,0.0,0.0,7355.0,5393.0,1.0
foul_prob[169],0.502,0.008,0.484,0.516,0.0,0.0,9466.0,5307.0,1.0
foul_prob[170],0.471,0.018,0.435,0.507,0.0,0.0,9383.0,4601.0,1.0
foul_prob[171],0.463,0.014,0.436,0.489,0.0,0.0,8806.0,4983.0,1.0
foul_prob[172],0.389,0.016,0.359,0.422,0.0,0.0,6844.0,4816.0,1.0
foul_prob[173],0.519,0.013,0.493,0.545,0.0,0.0,8388.0,5550.0,1.0
foul_prob[174],0.45,0.017,0.419,0.484,0.0,0.0,8325.0,5360.0,1.0
foul_prob[175],0.378,0.016,0.346,0.409,0.0,0.0,8101.0,5073.0,1.0
foul_prob[176],0.429,0.014,0.402,0.457,0.0,0.0,6225.0,5032.0,1.0
foul_prob[177],0.41,0.014,0.383,0.439,0.0,0.0,7421.0,5057.0,1.0
foul_prob[178],0.479,0.01,0.46,0.498,0.0,0.0,7277.0,5284.0,1.0
foul_prob[179],0.395,0.025,0.347,0.443,0.0,0.0,8493.0,4725.0,1.0
foul_prob[180],0.459,0.01,0.439,0.48,0.0,0.0,6972.0,5217.0,1.0
foul_prob[181],0.394,0.012,0.37,0.419,0.0,0.0,6018.0,4485.0,1.0
foul_prob[182],0.488,0.015,0.46,0.516,0.0,0.0,7443.0,5102.0,1.0
foul_prob[183],0.469,0.01,0.45,0.49,0.0,0.0,6837.0,5079.0,1.0
foul_prob[184],0.465,0.017,0.431,0.496,0.0,0.0,8543.0,5278.0,1.0
foul_prob[185],0.452,0.016,0.421,0.485,0.0,0.0,8628.0,5195.0,1.0
foul_prob[186],0.567,0.035,0.496,0.633,0.0,0.0,8819.0,4593.0,1.0
foul_prob[187],0.458,0.008,0.443,0.472,0.0,0.0,6995.0,5440.0,1.0
foul_prob[188],0.435,0.012,0.412,0.457,0.0,0.0,8007.0,5067.0,1.0
foul_prob[189],0.417,0.018,0.382,0.452,0.0,0.0,7844.0,5734.0,1.0
foul_prob[190],0.351,0.017,0.316,0.384,0.0,0.0,7956.0,5055.0,1.0
foul_prob[191],0.389,0.013,0.365,0.415,0.0,0.0,8485.0,5336.0,1.0
foul_prob[192],0.444,0.022,0.401,0.485,0.0,0.0,8028.0,4950.0,1.0
foul_prob[193],0.405,0.016,0.374,0.438,0.0,0.0,8356.0,5180.0,1.0
foul_prob[194],0.473,0.015,0.443,0.501,0.0,0.0,8602.0,5291.0,1.0
foul_prob[195],0.616,0.029,0.561,0.673,0.0,0.0,8739.0,5370.0,1.0
foul_prob[196],0.512,0.021,0.469,0.554,0.0,0.0,7843.0,5129.0,1.0
foul_prob[197],0.441,0.01,0.422,0.46,0.0,0.0,8610.0,5514.0,1.0
foul_prob[198],0.451,0.014,0.424,0.478,0.0,0.0,8473.0,4609.0,1.0
foul_prob[199],0.449,0.014,0.421,0.477,0.0,0.0,7009.0,5361.0,1.0
foul_prob[200],0.354,0.016,0.322,0.387,0.0,0.0,7775.0,5333.0,1.0
foul_prob[201],0.577,0.026,0.528,0.628,0.0,0.0,8756.0,5119.0,1.0
foul_prob[202],0.494,0.019,0.456,0.531,0.0,0.0,8439.0,4336.0,1.0
foul_prob[203],0.387,0.015,0.36,0.416,0.0,0.0,6981.0,5120.0,1.0
foul_prob[204],0.444,0.016,0.412,0.476,0.0,0.0,6549.0,5599.0,1.0
foul_prob[205],0.384,0.013,0.358,0.408,0.0,0.0,6746.0,4889.0,1.0
foul_prob[206],0.452,0.008,0.436,0.469,0.0,0.0,6233.0,4965.0,1.0
foul_prob[207],0.398,0.013,0.375,0.423,0.0,0.0,6871.0,5373.0,1.0
foul_prob[208],0.358,0.014,0.332,0.385,0.0,0.0,7609.0,5442.0,1.0
foul_prob[209],0.418,0.017,0.383,0.449,0.0,0.0,7749.0,5155.0,1.0
foul_prob[210],0.494,0.012,0.47,0.518,0.0,0.0,8043.0,5463.0,1.0
foul_prob[211],0.421,0.015,0.393,0.449,0.0,0.0,8021.0,5551.0,1.0
foul_prob[212],0.447,0.018,0.413,0.482,0.0,0.0,7945.0,4883.0,1.0
foul_prob[213],0.529,0.013,0.503,0.554,0.0,0.0,7407.0,5632.0,1.0
foul_prob[214],0.49,0.009,0.471,0.508,0.0,0.0,8195.0,5548.0,1.0
foul_prob[215],0.437,0.013,0.411,0.464,0.0,0.0,8485.0,5137.0,1.0
foul_prob[216],0.452,0.015,0.422,0.48,0.0,0.0,7587.0,5769.0,1.0
foul_prob[217],0.429,0.014,0.401,0.456,0.0,0.0,7599.0,5126.0,1.0
foul_prob[218],0.433,0.03,0.375,0.489,0.0,0.0,10371.0,4720.0,1.0
foul_prob[219],0.437,0.013,0.413,0.462,0.0,0.0,7572.0,5612.0,1.0
foul_prob[220],0.41,0.022,0.369,0.454,0.0,0.0,8303.0,5517.0,1.0
foul_prob[221],0.429,0.015,0.399,0.459,0.0,0.0,7248.0,5228.0,1.0
foul_prob[222],0.512,0.023,0.466,0.557,0.0,0.0,7865.0,5533.0,1.0
foul_prob[223],0.472,0.019,0.436,0.509,0.0,0.0,8707.0,5786.0,1.0
foul_prob[224],0.519,0.013,0.492,0.543,0.0,0.0,7187.0,5380.0,1.0
foul_prob[225],0.351,0.019,0.317,0.389,0.0,0.0,7830.0,5358.0,1.0
foul_prob[226],0.456,0.016,0.424,0.485,0.0,0.0,8293.0,4590.0,1.0
foul_prob[227],0.487,0.023,0.443,0.533,0.0,0.0,8267.0,5226.0,1.0
foul_prob[228],0.463,0.016,0.432,0.494,0.0,0.0,8220.0,5447.0,1.0
foul_prob[229],0.526,0.021,0.488,0.568,0.0,0.0,8085.0,5471.0,1.0
foul_prob[230],0.367,0.021,0.325,0.408,0.0,0.0,8218.0,5294.0,1.0
foul_prob[231],0.411,0.01,0.393,0.431,0.0,0.0,7454.0,5077.0,1.0
foul_prob[232],0.533,0.021,0.493,0.576,0.0,0.0,8208.0,5599.0,1.0
foul_prob[233],0.342,0.017,0.308,0.375,0.0,0.0,8018.0,5581.0,1.0
foul_prob[234],0.449,0.016,0.418,0.482,0.0,0.0,8593.0,4762.0,1.0
foul_prob[235],0.433,0.018,0.397,0.468,0.0,0.0,8784.0,5220.0,1.0
foul_prob[236],0.4,0.018,0.366,0.436,0.0,0.0,8046.0,4913.0,1.0
foul_prob[237],0.38,0.017,0.348,0.414,0.0,0.0,7880.0,5361.0,1.0
foul_prob[238],0.541,0.021,0.501,0.582,0.0,0.0,7949.0,5156.0,1.0
foul_prob[239],0.397,0.015,0.365,0.425,0.0,0.0,7579.0,5284.0,1.0
foul_prob[240],0.447,0.014,0.421,0.474,0.0,0.0,7663.0,5517.0,1.0
foul_prob[241],0.388,0.016,0.355,0.416,0.0,0.0,6872.0,5170.0,1.0
foul_prob[242],0.309,0.018,0.272,0.344,0.0,0.0,7664.0,5144.0,1.0
foul_prob[243],0.388,0.016,0.358,0.42,0.0,0.0,8631.0,5360.0,1.0
foul_prob[244],0.515,0.014,0.488,0.541,0.0,0.0,8041.0,5323.0,1.0
foul_prob[245],0.358,0.016,0.327,0.39,0.0,0.0,7302.0,5486.0,1.0
foul_prob[246],0.448,0.016,0.416,0.477,0.0,0.0,7697.0,4692.0,1.0
foul_prob[247],0.429,0.014,0.403,0.456,0.0,0.0,7068.0,5053.0,1.0
foul_prob[248],0.344,0.019,0.308,0.382,0.0,0.0,8189.0,5515.0,1.0
foul_prob[249],0.457,0.02,0.418,0.496,0.0,0.0,7905.0,5094.0,1.0
foul_prob[250],0.354,0.011,0.331,0.374,0.0,0.0,6568.0,5148.0,1.0
foul_prob[251],0.356,0.02,0.318,0.394,0.0,0.0,8063.0,5273.0,1.0
foul_prob[252],0.412,0.017,0.379,0.447,0.0,0.0,7586.0,5624.0,1.0
foul_prob[253],0.379,0.013,0.353,0.406,0.0,0.0,7081.0,5416.0,1.0
foul_prob[254],0.35,0.012,0.327,0.373,0.0,0.0,6830.0,5184.0,1.0
foul_prob[255],0.383,0.013,0.358,0.409,0.0,0.0,6786.0,5372.0,1.0
foul_prob[256],0.42,0.018,0.384,0.453,0.0,0.0,8597.0,5234.0,1.0
foul_prob[257],0.481,0.034,0.414,0.548,0.0,0.0,9727.0,4978.0,1.0
foul_prob[258],0.451,0.018,0.418,0.487,0.0,0.0,8289.0,5405.0,1.0
foul_prob[259],0.399,0.013,0.374,0.425,0.0,0.0,8246.0,5327.0,1.0
foul_prob[260],0.39,0.013,0.365,0.416,0.0,0.0,6915.0,4781.0,1.0
foul_prob[261],0.392,0.014,0.365,0.419,0.0,0.0,8309.0,5185.0,1.0
foul_prob[262],0.392,0.025,0.343,0.44,0.0,0.0,9120.0,5341.0,1.0
foul_prob[263],0.359,0.015,0.328,0.389,0.0,0.0,7675.0,5101.0,1.0
foul_prob[264],0.561,0.019,0.521,0.597,0.0,0.0,8158.0,5449.0,1.0
foul_prob[265],0.56,0.01,0.54,0.58,0.0,0.0,8170.0,5013.0,1.0
foul_prob[266],0.485,0.018,0.449,0.52,0.0,0.0,7400.0,5980.0,1.0
foul_prob[267],0.337,0.016,0.305,0.367,0.0,0.0,7385.0,5682.0,1.0
foul_prob[268],0.336,0.014,0.309,0.364,0.0,0.0,6844.0,5514.0,1.0
foul_prob[269],0.334,0.016,0.304,0.366,0.0,0.0,7617.0,4729.0,1.0
foul_prob[270],0.377,0.013,0.353,0.403,0.0,0.0,7490.0,4825.0,1.0
foul_prob[271],0.484,0.017,0.449,0.517,0.0,0.0,7641.0,5800.0,1.0
foul_prob[272],0.493,0.013,0.467,0.519,0.0,0.0,8600.0,5254.0,1.0
foul_prob[273],0.384,0.023,0.341,0.429,0.0,0.0,7998.0,5145.0,1.0
foul_prob[274],0.41,0.016,0.377,0.441,0.0,0.0,7641.0,5201.0,1.0
foul_prob[275],0.408,0.016,0.375,0.439,0.0,0.0,8440.0,4743.0,1.0
foul_prob[276],0.397,0.013,0.372,0.423,0.0,0.0,7199.0,5156.0,1.0
foul_prob[277],0.453,0.011,0.432,0.473,0.0,0.0,8487.0,4808.0,1.0
foul_prob[278],0.352,0.016,0.323,0.383,0.0,0.0,7243.0,5727.0,1.0
foul_prob[279],0.423,0.014,0.395,0.45,0.0,0.0,9243.0,5587.0,1.0
foul_prob[280],0.419,0.018,0.385,0.454,0.0,0.0,9018.0,5228.0,1.0
foul_prob[281],0.43,0.02,0.39,0.468,0.0,0.0,7285.0,5251.0,1.0
foul_prob[282],0.413,0.02,0.373,0.45,0.0,0.0,8151.0,5134.0,1.0
foul_prob[283],0.381,0.015,0.351,0.41,0.0,0.0,8402.0,4888.0,1.0
foul_prob[284],0.317,0.021,0.278,0.358,0.0,0.0,8174.0,5025.0,1.0
foul_prob[285],0.379,0.019,0.343,0.416,0.0,0.0,9204.0,5271.0,1.0
foul_prob[286],0.356,0.014,0.329,0.383,0.0,0.0,7155.0,5066.0,1.0
foul_prob[287],0.426,0.016,0.396,0.46,0.0,0.0,7891.0,4998.0,1.0
foul_prob[288],0.436,0.01,0.417,0.454,0.0,0.0,6969.0,4947.0,1.0
foul_prob[289],0.429,0.015,0.401,0.457,0.0,0.0,8016.0,5216.0,1.0
foul_prob[290],0.364,0.014,0.337,0.393,0.0,0.0,6956.0,5497.0,1.0
foul_prob[291],0.352,0.014,0.325,0.38,0.0,0.0,7430.0,5709.0,1.0
foul_prob[292],0.346,0.016,0.314,0.377,0.0,0.0,8008.0,4848.0,1.0
