,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
foul_prob[3803],0.502,0.019,0.466,0.541,0.0,0.0,7262.0,4978.0,1.0
foul_prob[3804],0.407,0.014,0.38,0.434,0.0,0.0,8215.0,4702.0,1.0
foul_prob[3805],0.49,0.018,0.456,0.526,0.0,0.0,8286.0,4716.0,1.0
foul_prob[3806],0.368,0.014,0.34,0.395,0.0,0.0,7653.0,5629.0,1.0
foul_prob[3807],0.398,0.016,0.367,0.431,0.0,0.0,7207.0,4765.0,1.0
foul_prob[3808],0.44,0.017,0.408,0.473,0.0,0.0,7913.0,5108.0,1.0
foul_prob[3809],0.439,0.02,0.402,0.478,0.0,0.0,8294.0,5023.0,1.0
foul_prob[3810],0.461,0.015,0.434,0.491,0.0,0.0,7506.0,5672.0,1.0
foul_prob[3811],0.531,0.011,0.51,0.552,0.0,0.0,8118.0,5206.0,1.0
foul_prob[3812],0.465,0.014,0.438,0.494,0.0,0.0,7509.0,5494.0,1.0
foul_prob[3813],0.543,0.018,0.507,0.577,0.0,0.0,7564.0,5191.0,1.0
foul_prob[3814],0.516,0.018,0.481,0.55,0.0,0.0,8120.0,5292.0,1.0
foul_prob[3815],0.4,0.018,0.364,0.434,0.0,0.0,8206.0,5337.0,1.0
foul_prob[3816],0.404,0.009,0.385,0.421,0.0,0.0,6461.0,5199.0,1.0
foul_prob[3817],0.516,0.018,0.479,0.55,0.0,0.0,7756.0,4724.0,1.0
foul_prob[3818],0.434,0.017,0.401,0.467,0.0,0.0,7944.0,5592.0,1.0
foul_prob[3819],0.563,0.019,0.528,0.6,0.0,0.0,8423.0,5028.0,1.0
foul_prob[3820],0.406,0.015,0.376,0.436,0.0,0.0,8496.0,5349.0,1.0
foul_prob[3821],0.435,0.012,0.412,0.458,0.0,0.0,7387.0,5333.0,1.0
foul_prob[3822],0.463,0.02,0.428,0.504,0.0,0.0,7365.0,5160.0,1.0
foul_prob[3823],0.444,0.012,0.422,0.467,0.0,0.0,7721.0,4607.0,1.0
foul_prob[3824],0.567,0.015,0.537,0.597,0.0,0.0,7816.0,5048.0,1.0
foul_prob[3825],0.424,0.02,0.385,0.463,0.0,0.0,8785.0,5338.0,1.0
foul_prob[3826],0.463,0.02,0.425,0.503,0.0,0.0,9405.0,4523.0,1.0
foul_prob[3827],0.427,0.019,0.389,0.465,0.0,0.0,8101.0,5168.0,1.0
foul_prob[3828],0.435,0.013,0.41,0.462,0.0,0.0,8504.0,5212.0,1.0
foul_prob[3829],0.454,0.012,0.431,0.477,0.0,0.0,7524.0,5516.0,1.0
foul_prob[3830],0.398,0.017,0.364,0.429,0.0,0.0,8629.0,5113.0,1.0
foul_prob[3831],0.452,0.014,0.424,0.478,0.0,0.0,7605.0,4944.0,1.0
foul_prob[3832],0.53,0.02,0.493,0.569,0.0,0.0,8870.0,5302.0,1.0
foul_prob[3833],0.387,0.019,0.352,0.427,0.0,0.0,8389.0,4848.0,1.0
foul_prob[3834],0.305,0.02,0.269,0.345,0.0,0.0,7576.0,5928.0,1.0
foul_prob[3835],0.474,0.012,0.45,0.497,0.0,0.0,7441.0,5064.0,1.0
foul_prob[3836],0.485,0.017,0.45,0.517,0.0,0.0,8071.0,4967.0,1.0
foul_prob[3837],0.404,0.019,0.367,0.44,0.0,0.0,8195.0,5098.0,1.0
foul_prob[3838],0.451,0.014,0.425,0.481,0.0,0.0,7343.0,5757.0,1.0
foul_prob[3839],0.525,0.01,0.505,0.544,0.0,0.0,8164.0,5411.0,1.0
foul_prob[3840],0.382,0.015,0.352,0.411,0.0,0.0,7156.0,5414.0,1.0
foul_prob[3841],0.471,0.013,0.446,0.496,0.0,0.0,7777.0,5261.0,1.0
foul_prob[3842],0.519,0.019,0.484,0.556,0.0,0.0,8190.0,5656.0,1.0
foul_prob[3843],0.44,0.007,0.428,0.453,0.0,0.0,7842.0,5445.0,1.0
foul_prob[3844],0.514,0.017,0.482,0.548,0.0,0.0,7490.0,5315.0,1.0
foul_prob[3845],0.387,0.019,0.351,0.427,0.0,0.0,8785.0,5173.0,1.0
foul_prob[3846],0.51,0.014,0.485,0.538,0.0,0.0,8292.0,5474.0,1.0
foul_prob[3847],0.501,0.017,0.47,0.536,0.0,0.0,8982.0,5069.0,1.0
foul_prob[3848],0.499,0.014,0.471,0.527,0.0,0.0,7940.0,4799.0,1.0
foul_prob[3849],0.352,0.016,0.322,0.383,0.0,0.0,7689.0,4922.0,1.0
foul_prob[3850],0.436,0.017,0.402,0.468,0.0,0.0,9753.0,5185.0,1.0
foul_prob[3851],0.564,0.012,0.542,0.589,0.0,0.0,8287.0,4820.0,1.0
foul_prob[3852],0.368,0.018,0.332,0.403,0.0,0.0,8464.0,5317.0,1.0
foul_prob[3853],0.374,0.018,0.339,0.409,0.0,0.0,8183.0,5213.0,1.0
foul_prob[3854],0.445,0.017,0.411,0.477,0.0,0.0,8142.0,5469.0,1.0
foul_prob[3855],0.478,0.017,0.443,0.511,0.0,0.0,8171.0,5119.0,1.0
foul_prob[3856],0.37,0.018,0.335,0.406,0.0,0.0,7848.0,5474.0,1.0
foul_prob[3857],0.485,0.015,0.455,0.514,0.0,0.0,7281.0,5555.0,1.0
foul_prob[3858],0.38,0.012,0.357,0.402,0.0,0.0,6468.0,5370.0,1.0
foul_prob[3859],0.433,0.016,0.402,0.466,0.0,0.0,8258.0,5021.0,1.0
foul_prob[3860],0.47,0.015,0.441,0.499,0.0,0.0,7532.0,5240.0,1.0
foul_prob[3861],0.412,0.01,0.391,0.431,0.0,0.0,7708.0,5340.0,1.0
foul_prob[3862],0.322,0.02,0.285,0.363,0.0,0.0,7513.0,5174.0,1.0
foul_prob[3863],0.542,0.024,0.498,0.589,0.0,0.0,8228.0,5661.0,1.0
foul_prob[3864],0.496,0.015,0.467,0.526,0.0,0.0,8927.0,5133.0,1.0
foul_prob[3865],0.499,0.023,0.455,0.545,0.0,0.0,9521.0,5213.0,1.0
foul_prob[3866],0.408,0.018,0.372,0.443,0.0,0.0,8128.0,5182.0,1.0
foul_prob[3867],0.397,0.013,0.374,0.425,0.0,0.0,8260.0,5453.0,1.0
foul_prob[3868],0.414,0.018,0.38,0.448,0.0,0.0,7605.0,4863.0,1.0
foul_prob[3869],0.539,0.012,0.516,0.562,0.0,0.0,8276.0,5405.0,1.0
foul_prob[3870],0.426,0.02,0.389,0.466,0.0,0.0,8338.0,5409.0,1.0
foul_prob[3871],0.492,0.029,0.436,0.547,0.0,0.0,8380.0,5010.0,1.0
foul_prob[3872],0.354,0.016,0.323,0.386,0.0,0.0,7803.0,5662.0,1.0
foul_prob[3873],0.511,0.008,0.496,0.525,0.0,0.0,8225.0,5079.0,1.0
foul_prob[3874],0.405,0.012,0.383,0.428,0.0,0.0,7123.0,5222.0,1.0
foul_prob[3875],0.493,0.014,0.468,0.522,0.0,0.0,8424.0,5594.0,1.0
foul_prob[3876],0.444,0.013,0.418,0.469,0.0,0.0,8804.0,4868.0,1.0
foul_prob[3877],0.358,0.02,0.319,0.397,0.0,0.0,7899.0,5177.0,1.0
foul_prob[3878],0.469,0.02,0.432,0.509,0.0,0.0,7540.0,5196.0,1.0
foul_prob[3879],0.487,0.015,0.456,0.515,0.0,0.0,7592.0,5350.0,1.0
foul_prob[3880],0.382,0.014,0.354,0.408,0.0,0.0,7999.0,4759.0,1.0
foul_prob[3881],0.393,0.016,0.362,0.425,0.0,0.0,8363.0,5449.0,1.0
foul_prob[3882],0.544,0.014,0.516,0.57,0.0,0.0,10149.0,5128.0,1.0
foul_prob[3883],0.479,0.014,0.452,0.508,0.0,0.0,9274.0,5005.0,1.0
foul_prob[3884],0.477,0.02,0.438,0.515,0.0,0.0,8402.0,5585.0,1.0
foul_prob[3885],0.437,0.012,0.412,0.46,0.0,0.0,8720.0,5364.0,1.0
foul_prob[3886],0.514,0.012,0.491,0.536,0.0,0.0,7993.0,4704.0,1.0
foul_prob[3887],0.363,0.017,0.33,0.398,0.0,0.0,7824.0,4880.0,1.0
foul_prob[3888],0.37,0.012,0.346,0.394,0.0,0.0,7166.0,5771.0,1.0
foul_prob[3889],0.452,0.016,0.42,0.482,0.0,0.0,8201.0,4884.0,1.0
foul_prob[3890],0.541,0.02,0.501,0.58,0.0,0.0,9060.0,4898.0,1.0
foul_prob[3891],0.629,0.047,0.54,0.722,0.0,0.0,9453.0,5127.0,1.0
foul_prob[3892],0.463,0.011,0.44,0.484,0.0,0.0,7296.0,5415.0,1.0
foul_prob[3893],0.471,0.025,0.42,0.516,0.0,0.0,9040.0,5268.0,1.0
foul_prob[3894],0.336,0.017,0.304,0.369,0.0,0.0,7576.0,5475.0,1.0
foul_prob[3895],0.328,0.019,0.291,0.364,0.0,0.0,7862.0,5681.0,1.0
foul_prob[3896],0.411,0.012,0.388,0.434,0.0,0.0,7679.0,5366.0,1.0
foul_prob[3897],0.523,0.015,0.494,0.553,0.0,0.0,8066.0,5126.0,1.0
foul_prob[3898],0.345,0.023,0.303,0.391,0.0,0.0,8087.0,5371.0,1.0
foul_prob[3899],0.511,0.01,0.491,0.53,0.0,0.0,9258.0,5566.0,1.0
foul_prob[3900],0.578,0.027,0.523,0.627,0.0,0.0,7758.0,5395.0,1.0
foul_prob[3901],0.389,0.014,0.361,0.415,0.0,0.0,7954.0,5180.0,1.0
foul_prob[3902],0.349,0.018,0.315,0.384,0.0,0.0,7499.0,5396.0,1.0
foul_prob[3903],0.411,0.016,0.379,0.439,0.0,0.0,8301.0,5055.0,1.0
foul_prob[3904],0.473,0.015,0.443,0.503,0.0,0.0,8586.0,5631.0,1.0
foul_prob[3905],0.475,0.023,0.43,0.52,0.0,0.0,8928.0,4971.0,1.0
foul_prob[3906],0.381,0.017,0.349,0.414,0.0,0.0,8958.0,5650.0,1.0
foul_prob[3907],0.368,0.015,0.339,0.397,0.0,0.0,8155.0,5310.0,1.0
foul_prob[3908],0.357,0.016,0.325,0.389,0.0,0.0,7405.0,4805.0,1.0
foul_prob[3909],0.412,0.016,0.381,0.443,0.0,0.0,7862.0,4668.0,1.0
foul_prob[3910],0.418,0.016,0.387,0.449,0.0,0.0,6871.0,5040.0,1.0
foul_prob[3911],0.376,0.012,0.353,0.401,0.0,0.0,7343.0,5546.0,1.0
foul_prob[3912],0.484,0.013,0.46,0.509,0.0,0.0,8008.0,5239.0,1.0
foul_prob[3913],0.438,0.007,0.425,0.452,0.0,0.0,7553.0,5515.0,1.0
foul_prob[3914],0.383,0.013,0.356,0.407,0.0,0.0,7819.0,4856.0,1.0
foul_prob[3915],0.376,0.019,0.34,0.413,0.0,0.0,7895.0,4943.0,1.0
foul_prob[3916],0.441,0.016,0.411,0.472,0.0,0.0,8085.0,4589.0,1.0
foul_prob[3917],0.35,0.019,0.312,0.388,0.0,0.0,7997.0,5085.0,1.0
foul_prob[3918],0.463,0.012,0.44,0.486,0.0,0.0,7815.0,4846.0,1.0
foul_prob[3919],0.387,0.015,0.359,0.416,0.0,0.0,8625.0,5725.0,1.0
foul_prob[3920],0.366,0.014,0.339,0.392,0.0,0.0,6619.0,5184.0,1.0
foul_prob[3921],0.517,0.013,0.492,0.543,0.0,0.0,7716.0,5852.0,1.0
foul_prob[3922],0.465,0.019,0.426,0.502,0.0,0.0,8612.0,5656.0,1.0
foul_prob[3923],0.373,0.012,0.35,0.396,0.0,0.0,6487.0,5036.0,1.0
foul_prob[3924],0.488,0.014,0.46,0.515,0.0,0.0,8339.0,4947.0,1.0
foul_prob[3925],0.411,0.011,0.388,0.432,0.0,0.0,7726.0,5324.0,1.0
foul_prob[3926],0.502,0.01,0.483,0.522,0.0,0.0,8059.0,5633.0,1.0
foul_prob[3927],0.43,0.019,0.392,0.467,0.0,0.0,8679.0,4856.0,1.0
foul_prob[3928],0.497,0.006,0.485,0.51,0.0,0.0,8146.0,5618.0,1.0
foul_prob[3929],0.408,0.012,0.385,0.432,0.0,0.0,8726.0,4887.0,1.0
foul_prob[3930],0.413,0.015,0.385,0.441,0.0,0.0,6737.0,5062.0,1.0
foul_prob[3931],0.34,0.019,0.304,0.378,0.0,0.0,8073.0,5694.0,1.0
foul_prob[3932],0.33,0.019,0.292,0.365,0.0,0.0,7859.0,5096.0,1.0
foul_prob[3933],0.363,0.014,0.338,0.392,0.0,0.0,7635.0,5237.0,1.0
foul_prob[3934],0.485,0.018,0.452,0.519,0.0,0.0,8270.0,5077.0,1.0
foul_prob[3935],0.456,0.02,0.42,0.497,0.0,0.0,8169.0,5342.0,1.0
foul_prob[3936],0.474,0.014,0.447,0.501,0.0,0.0,7523.0,5291.0,1.0
foul_prob[3937],0.511,0.012,0.487,0.533,0.0,0.0,7251.0,5808.0,1.0
foul_prob[3938],0.478,0.016,0.448,0.509,0.0,0.0,7933.0,4206.0,1.0
foul_prob[3939],0.497,0.015,0.467,0.526,0.0,0.0,7542.0,4989.0,1.0
foul_prob[3940],0.334,0.015,0.304,0.362,0.0,0.0,7069.0,5153.0,1.0
foul_prob[3941],0.519,0.015,0.489,0.547,0.0,0.0,9347.0,5047.0,1.0
foul_prob[3942],0.413,0.008,0.396,0.429,0.0,0.0,7600.0,4792.0,1.0
foul_prob[3943],0.475,0.018,0.441,0.513,0.0,0.0,8258.0,5117.0,1.0
foul_prob[3944],0.357,0.021,0.317,0.397,0.0,0.0,8241.0,5364.0,1.0
foul_prob[3945],0.38,0.025,0.333,0.431,0.0,0.0,8681.0,5545.0,1.0
foul_prob[3946],0.376,0.018,0.342,0.412,0.0,0.0,8804.0,5508.0,1.0
foul_prob[3947],0.481,0.018,0.448,0.515,0.0,0.0,8706.0,5252.0,1.0
foul_prob[3948],0.407,0.018,0.37,0.44,0.0,0.0,7756.0,5520.0,1.0
foul_prob[3949],0.428,0.016,0.397,0.458,0.0,0.0,7881.0,5233.0,1.0
foul_prob[3950],0.593,0.017,0.56,0.625,0.0,0.0,7683.0,5081.0,1.0
foul_prob[3951],0.371,0.014,0.344,0.399,0.0,0.0,7697.0,4762.0,1.0
foul_prob[3952],0.459,0.036,0.388,0.53,0.0,0.0,9358.0,5070.0,1.0
foul_prob[3953],0.462,0.015,0.433,0.49,0.0,0.0,9177.0,4817.0,1.0
foul_prob[3954],0.482,0.014,0.455,0.509,0.0,0.0,8708.0,5448.0,1.0
foul_prob[3955],0.476,0.014,0.45,0.505,0.0,0.0,8312.0,5411.0,1.0
foul_prob[3956],0.44,0.016,0.407,0.47,0.0,0.0,7693.0,5138.0,1.0
foul_prob[3957],0.382,0.013,0.356,0.407,0.0,0.0,6613.0,4963.0,1.0
foul_prob[3958],0.377,0.018,0.338,0.409,0.0,0.0,8827.0,5972.0,1.0
foul_prob[3959],0.379,0.016,0.35,0.409,0.0,0.0,7208.0,5361.0,1.0
foul_prob[3960],0.55,0.016,0.518,0.58,0.0,0.0,8334.0,5366.0,1.0
foul_prob[3961],0.517,0.021,0.474,0.557,0.0,0.0,7910.0,5615.0,1.0
foul_prob[3962],0.4,0.013,0.375,0.425,0.0,0.0,8195.0,4717.0,1.0
foul_prob[3963],0.491,0.007,0.476,0.505,0.0,0.0,6919.0,5212.0,1.0
foul_prob[3964],0.445,0.014,0.418,0.474,0.0,0.0,8679.0,5445.0,1.0
foul_prob[3965],0.494,0.018,0.458,0.527,0.0,0.0,8383.0,4726.0,1.0
foul_prob[3966],0.491,0.018,0.457,0.527,0.0,0.0,7167.0,5276.0,1.0
foul_prob[3967],0.373,0.013,0.346,0.398,0.0,0.0,7778.0,4733.0,1.0
foul_prob[3968],0.324,0.013,0.299,0.35,0.0,0.0,6698.0,5032.0,1.0
foul_prob[3969],0.398,0.013,0.374,0.423,0.0,0.0,6098.0,4458.0,1.0
foul_prob[3970],0.504,0.016,0.475,0.537,0.0,0.0,8238.0,5700.0,1.0
foul_prob[3971],0.41,0.012,0.386,0.434,0.0,0.0,7439.0,5670.0,1.0
foul_prob[3972],0.385,0.017,0.352,0.418,0.0,0.0,8338.0,5307.0,1.0
foul_prob[3973],0.374,0.013,0.35,0.398,0.0,0.0,6622.0,5375.0,1.0
foul_prob[3974],0.508,0.012,0.485,0.531,0.0,0.0,6990.0,5687.0,1.0
foul_prob[3975],0.435,0.012,0.412,0.457,0.0,0.0,8929.0,4949.0,1.0
foul_prob[3976],0.424,0.016,0.393,0.453,0.0,0.0,8383.0,5074.0,1.0
foul_prob[3977],0.432,0.014,0.405,0.458,0.0,0.0,7583.0,5383.0,1.0
foul_prob[3978],0.481,0.008,0.466,0.496,0.0,0.0,7741.0,5425.0,1.0
foul_prob[3979],0.456,0.013,0.432,0.481,0.0,0.0,7756.0,5066.0,1.0
foul_prob[3980],0.5,0.016,0.471,0.532,0.0,0.0,8093.0,5762.0,1.0
foul_prob[3981],0.569,0.014,0.542,0.596,0.0,0.0,7967.0,5544.0,1.0
foul_prob[3982],0.436,0.016,0.406,0.467,0.0,0.0,8168.0,5156.0,1.0
foul_prob[3983],0.458,0.016,0.427,0.489,0.0,0.0,7512.0,5357.0,1.0
foul_prob[3984],0.47,0.008,0.454,0.486,0.0,0.0,8603.0,5188.0,1.0
foul_prob[3985],0.484,0.02,0.445,0.525,0.0,0.0,7454.0,5156.0,1.0
foul_prob[3986],0.389,0.02,0.351,0.427,0.0,0.0,7947.0,5094.0,1.0
foul_prob[3987],0.353,0.015,0.325,0.381,0.0,0.0,7268.0,5245.0,1.0
foul_prob[3988],0.463,0.016,0.431,0.495,0.0,0.0,10414.0,4700.0,1.0
foul_prob[3989],0.386,0.012,0.364,0.409,0.0,0.0,7738.0,5429.0,1.0
foul_prob[3990],0.403,0.018,0.369,0.441,0.0,0.0,7784.0,5182.0,1.0
foul_prob[3991],0.45,0.013,0.424,0.475,0.0,0.0,7167.0,5255.0,1.0
foul_prob[3992],0.427,0.013,0.401,0.453,0.0,0.0,8393.0,4994.0,1.0
foul_prob[3993],0.439,0.011,0.418,0.46,0.0,0.0,8840.0,5293.0,1.0
foul_prob[3994],0.35,0.018,0.316,0.385,0.0,0.0,8016.0,5449.0,1.0
foul_prob[3995],0.469,0.017,0.437,0.504,0.0,0.0,8779.0,4736.0,1.0
foul_prob[3996],0.47,0.016,0.439,0.5,0.0,0.0,6557.0,5316.0,1.0
foul_prob[3997],0.382,0.012,0.357,0.405,0.0,0.0,7555.0,5379.0,1.0
foul_prob[3998],0.477,0.017,0.444,0.512,0.0,0.0,8666.0,5499.0,1.0
foul_prob[3999],0.391,0.037,0.324,0.468,0.0,0.0,9453.0,5245.0,1.0
foul_prob[4000],0.423,0.017,0.391,0.456,0.0,0.0,8014.0,4812.0,1.0
foul_prob[4001],0.402,0.021,0.364,0.445,0.0,0.0,9239.0,5029.0,1.0
foul_prob[4002],0.469,0.016,0.437,0.502,0.0,0.0,8847.0,5368.0,1.0
foul_prob[4003],0.489,0.022,0.448,0.534,0.0,0.0,8691.0,4571.0,1.0
foul_prob[4004],0.385,0.014,0.359,0.413,0.0,0.0,7606.0,4790.0,1.0
foul_prob[4005],0.399,0.019,0.363,0.437,0.0,0.0,7727.0,5032.0,1.0
foul_prob[4006],0.429,0.01,0.41,0.448,0.0,0.0,7921.0,5311.0,1.0
foul_prob[4007],0.486,0.016,0.454,0.517,0.0,0.0,7699.0,4722.0,1.0
foul_prob[4008],0.44,0.018,0.404,0.475,0.0,0.0,8173.0,5337.0,1.0
foul_prob[4009],0.56,0.015,0.531,0.588,0.0,0.0,8373.0,5464.0,1.0
foul_prob[4010],0.364,0.014,0.336,0.392,0.0,0.0,7691.0,5477.0,1.0
foul_prob[4011],0.504,0.013,0.479,0.531,0.0,0.0,7627.0,5591.0,1.0
foul_prob[4012],0.374,0.018,0.339,0.41,0.0,0.0,7555.0,5484.0,1.0
foul_prob[4013],0.456,0.016,0.426,0.489,0.0,0.0,8544.0,5109.0,1.0
foul_prob[4014],0.53,0.011,0.51,0.553,0.0,0.0,8670.0,5091.0,1.0
foul_prob[4015],0.385,0.015,0.357,0.415,0.0,0.0,7947.0,5345.0,1.0
foul_prob[4016],0.459,0.018,0.424,0.493,0.0,0.0,8124.0,4971.0,1.0
foul_prob[4017],0.45,0.011,0.429,0.473,0.0,0.0,8127.0,5310.0,1.0
foul_prob[4018],0.516,0.017,0.483,0.548,0.0,0.0,8304.0,5203.0,1.0
foul_prob[4019],0.51,0.013,0.483,0.536,0.0,0.0,7564.0,5506.0,1.0
foul_prob[4020],0.444,0.016,0.411,0.475,0.0,0.0,9890.0,4791.0,1.0
foul_prob[4021],0.464,0.014,0.438,0.491,0.0,0.0,7220.0,5288.0,1.0
foul_prob[4022],0.378,0.017,0.347,0.412,0.0,0.0,7662.0,5178.0,1.0
foul_prob[4023],0.433,0.015,0.406,0.462,0.0,0.0,7699.0,5215.0,1.0
foul_prob[4024],0.385,0.015,0.355,0.414,0.0,0.0,8031.0,5309.0,1.0
foul_prob[4025],0.492,0.015,0.463,0.519,0.0,0.0,7828.0,5851.0,1.0
foul_prob[4026],0.393,0.021,0.353,0.436,0.0,0.0,9076.0,4948.0,1.0
foul_prob[4027],0.526,0.017,0.493,0.56,0.0,0.0,7385.0,5338.0,1.0
foul_prob[4028],0.535,0.013,0.511,0.56,0.0,0.0,8104.0,5691.0,1.0
foul_prob[4029],0.447,0.01,0.428,0.466,0.0,0.0,8208.0,4904.0,1.0
foul_prob[4030],0.352,0.014,0.326,0.378,0.0,0.0,7551.0,5585.0,1.0
foul_prob[4031],0.425,0.013,0.4,0.45,0.0,0.0,6778.0,5492.0,1.0
foul_prob[4032],0.573,0.017,0.542,0.608,0.0,0.0,7955.0,5529.0,1.0
foul_prob[4033],0.503,0.019,0.463,0.539,0.0,0.0,7164.0,5687.0,1.0
foul_prob[4034],0.437,0.014,0.409,0.464,0.0,0.0,7524.0,4954.0,1.0
foul_prob[4035],0.378,0.018,0.344,0.413,0.0,0.0,8072.0,5242.0,1.0
foul_prob[4036],0.45,0.016,0.418,0.479,0.0,0.0,8937.0,4549.0,1.0
foul_prob[4037],0.493,0.017,0.458,0.525,0.0,0.0,7984.0,5113.0,1.0
foul_prob[4038],0.505,0.014,0.478,0.533,0.0,0.0,8255.0,4938.0,1.0
foul_prob[4039],0.517,0.015,0.487,0.547,0.0,0.0,7542.0,5021.0,1.0
foul_prob[4040],0.569,0.014,0.543,0.596,0.0,0.0,7448.0,5077.0,1.0
foul_prob[4041],0.434,0.015,0.404,0.464,0.0,0.0,7883.0,5013.0,1.0
foul_prob[4042],0.306,0.015,0.277,0.336,0.0,0.0,7048.0,4713.0,1.0
foul_prob[4043],0.473,0.013,0.447,0.498,0.0,0.0,8792.0,4781.0,1.0
foul_prob[4044],0.535,0.015,0.507,0.565,0.0,0.0,8413.0,5526.0,1.0
foul_prob[4045],0.437,0.014,0.409,0.464,0.0,0.0,9000.0,5364.0,1.0
foul_prob[4046],0.555,0.011,0.535,0.576,0.0,0.0,7974.0,5617.0,1.0
foul_prob[4047],0.404,0.012,0.381,0.427,0.0,0.0,7758.0,5597.0,1.0
foul_prob[4048],0.433,0.011,0.413,0.454,0.0,0.0,8140.0,5261.0,1.0
foul_prob[4049],0.386,0.011,0.365,0.406,0.0,0.0,7002.0,4865.0,1.0
foul_prob[4050],0.424,0.015,0.395,0.453,0.0,0.0,8120.0,5361.0,1.0
foul_prob[4051],0.483,0.014,0.455,0.512,0.0,0.0,6853.0,5347.0,1.0
foul_prob[4052],0.443,0.019,0.407,0.483,0.0,0.0,8944.0,5506.0,1.0
foul_prob[4053],0.488,0.016,0.457,0.52,0.0,0.0,7764.0,4778.0,1.0
foul_prob[4054],0.324,0.015,0.297,0.354,0.0,0.0,6833.0,5342.0,1.0
foul_prob[4055],0.405,0.015,0.375,0.435,0.0,0.0,7773.0,5585.0,1.0
foul_prob[4056],0.4,0.015,0.372,0.429,0.0,0.0,8209.0,5405.0,1.0
foul_prob[4057],0.445,0.015,0.417,0.474,0.0,0.0,8134.0,5177.0,1.0
foul_prob[4058],0.422,0.017,0.39,0.454,0.0,0.0,7570.0,5412.0,1.0
foul_prob[4059],0.452,0.015,0.423,0.48,0.0,0.0,8505.0,4525.0,1.0
foul_prob[4060],0.338,0.017,0.305,0.371,0.0,0.0,7900.0,5547.0,1.0
foul_prob[4061],0.366,0.015,0.336,0.393,0.0,0.0,8025.0,5378.0,1.0
foul_prob[4062],0.419,0.012,0.396,0.442,0.0,0.0,6604.0,5196.0,1.0
foul_prob[4063],0.504,0.017,0.472,0.538,0.0,0.0,7206.0,5522.0,1.0
foul_prob[4064],0.36,0.019,0.324,0.398,0.0,0.0,7776.0,5505.0,1.0
foul_prob[4065],0.347,0.016,0.315,0.379,0.0,0.0,7570.0,5410.0,1.0
foul_prob[4066],0.452,0.021,0.408,0.493,0.0,0.0,8805.0,4944.0,1.0
foul_prob[4067],0.436,0.013,0.411,0.463,0.0,0.0,7611.0,5619.0,1.0
foul_prob[4068],0.335,0.015,0.306,0.365,0.0,0.0,7263.0,5472.0,1.0
foul_prob[4069],0.444,0.018,0.409,0.479,0.0,0.0,7375.0,5546.0,1.0
foul_prob[4070],0.393,0.015,0.363,0.423,0.0,0.0,8109.0,5309.0,1.0
foul_prob[4071],0.549,0.014,0.522,0.576,0.0,0.0,8541.0,5774.0,1.0
foul_prob[4072],0.437,0.018,0.404,0.471,0.0,0.0,8514.0,5110.0,1.0
foul_prob[4073],0.463,0.013,0.437,0.49,0.0,0.0,8292.0,4306.0,1.0
foul_prob[4074],0.407,0.016,0.378,0.44,0.0,0.0,7550.0,5471.0,1.0
foul_prob[4075],0.382,0.014,0.355,0.411,0.0,0.0,7490.0,5442.0,1.0
foul_prob[4076],0.504,0.02,0.466,0.543,0.0,0.0,7637.0,5074.0,1.0
foul_prob[4077],0.539,0.021,0.496,0.577,0.0,0.0,7567.0,5165.0,1.0
foul_prob[4078],0.428,0.017,0.395,0.462,0.0,0.0,7990.0,4909.0,1.0
foul_prob[4079],0.38,0.016,0.347,0.41,0.0,0.0,8014.0,5315.0,1.0
foul_prob[4080],0.41,0.014,0.382,0.435,0.0,0.0,6997.0,5491.0,1.0
foul_prob[4081],0.37,0.019,0.333,0.41,0.0,0.0,8182.0,5393.0,1.0
foul_prob[4082],0.389,0.013,0.365,0.415,0.0,0.0,6849.0,5357.0,1.0
foul_prob[4083],0.471,0.014,0.442,0.497,0.0,0.0,7404.0,4959.0,1.0
foul_prob[4084],0.358,0.015,0.331,0.387,0.0,0.0,7668.0,5468.0,1.0
foul_prob[4085],0.552,0.02,0.514,0.589,0.0,0.0,7749.0,5569.0,1.0
foul_prob[4086],0.389,0.01,0.37,0.411,0.0,0.0,7764.0,5570.0,1.0
foul_prob[4087],0.47,0.014,0.444,0.497,0.0,0.0,6751.0,5163.0,1.0
foul_prob[4088],0.41,0.017,0.377,0.443,0.0,0.0,7776.0,5440.0,1.0
foul_prob[4089],0.45,0.027,0.396,0.502,0.0,0.0,9680.0,5374.0,1.0
foul_prob[4090],0.35,0.017,0.316,0.383,0.0,0.0,7887.0,5082.0,1.0
foul_prob[4091],0.481,0.016,0.45,0.513,0.0,0.0,7587.0,5821.0,1.0
foul_prob[4092],0.37,0.018,0.335,0.406,0.0,0.0,8248.0,5460.0,1.0
foul_prob[4093],0.343,0.019,0.306,0.381,0.0,0.0,8543.0,5601.0,1.0
foul_prob[4094],0.492,0.01,0.474,0.512,0.0,0.0,9081.0,5317.0,1.0
foul_prob[4095],0.479,0.018,0.445,0.514,0.0,0.0,7955.0,5052.0,1.0
foul_prob[4096],0.5,0.015,0.471,0.529,0.0,0.0,8301.0,5517.0,1.0
foul_prob[4097],0.424,0.019,0.385,0.458,0.0,0.0,8245.0,5019.0,1.0
foul_prob[4098],0.379,0.014,0.353,0.406,0.0,0.0,8087.0,5474.0,1.0
